feature,beta,orig_mean,orig_std
judge_total,0.3088677,25.983198919697514,6.324973076470436
judge_rank,0.0057519595,5.256751890529348,3.194365983645177
judge_change,-0.10378957,0.8329307526107311,4.17066179986623
celebrity_prior_mean_vote,0.3574019,0.10403772187775116,0.04026432037891984
state_prior_mean_vote,0.13315158,0.10671940200380842,0.04033521647448897
week,-6.1617116e-06,4.540151242347857,2.7454596778696536
