season,week,method,celebrity_name,judge_total,bayes_vote_share,bayes_vote_share_sd,p_eliminated_mc,elim_after_week_true
5,9,percent,Helio Castroneves,30.0,0.3041611313819885,0.0498463362455368,0.0,False
5,9,percent,Jennie Garth,29.0,0.0479413159191608,0.0118281431496143,1.0,True
5,9,percent,Marie Osmond,28.0,0.3289225697517395,0.059371642768383,0.0,False
5,9,percent,Mel B,30.0,0.3189749419689178,0.0548036769032478,0.0,False
5,10,percent,Helio Castroneves,27.999900000000004,0.3241497874259949,0.1175611838698387,0.279,False
5,10,percent,Marie Osmond,23.0,0.3413906991481781,0.1267905682325363,0.4605,False
5,10,percent,Mel B,28.3332,0.3344596922397613,0.1319287270307541,0.2605,False
6,1,percent,Adam Carolla,15.0,0.0746966823935508,0.0173132438212633,0.108,False
6,1,percent,Cristian de la Fuente,21.0,0.0990765839815139,0.02200473472476,0.0005,False
6,1,percent,Jason Taylor,22.0,0.0959950536489486,0.0231728907674551,0.0,False
6,1,percent,Kristi Yamaguchi,27.0,0.0942954123020172,0.0223123673349618,0.0,False
6,1,percent,Mario,24.0,0.1043291464447975,0.0251182746142148,0.0,False
6,1,percent,Marissa Jaret Winokur,18.0,0.0966903418302536,0.0236503276973962,0.0015,False
6,1,percent,Marlee Matlin,22.0,0.0951052606105804,0.0224735494703054,0.0,False
6,1,percent,Monica Seles,15.0,0.0548756457865238,0.0136197563260793,0.503,False
6,1,percent,Penn Jillette,16.0,0.055340226739645,0.0116225816309452,0.336,False
6,1,percent,Priscilla Presley,24.0,0.0773977562785148,0.0187200400978326,0.0005,False
6,1,percent,Shannon Elizabeth,21.0,0.0865954682230949,0.0225778259336948,0.0005,False
6,1,percent,Steve Guttenberg,18.0,0.065602459013462,0.0165418963879346,0.05,False
6,2,percent,Adam Carolla,19.0,0.0520598739385604,0.0204961784183979,0.0,False
6,2,percent,Cristian de la Fuente,20.0,0.1249829605221748,0.0347739793360233,0.0,False
6,2,percent,Jason Taylor,27.0,0.1151191890239715,0.0344834066927433,0.0,False
6,2,percent,Kristi Yamaguchi,27.0,0.1049973890185356,0.028820801526308,0.0,False
6,2,percent,Mario,26.0,0.1094894036650657,0.0282474383711814,0.0,False
6,2,percent,Marissa Jaret Winokur,21.0,0.1234022304415702,0.0412409640848636,0.0,False
6,2,percent,Marlee Matlin,24.0,0.1018198281526565,0.0283949263393878,0.0,False
6,2,percent,Monica Seles,15.0,0.0213843323290348,0.0065157641656696,0.68,True
6,2,percent,Penn Jillette,17.0,0.019281655550003,0.0048026661388576,0.186,True
6,2,percent,Priscilla Presley,21.0,0.0742850601673126,0.0219078660011291,0.0,False
6,2,percent,Shannon Elizabeth,24.0,0.1254691183567047,0.0398135408759117,0.0,False
6,2,percent,Steve Guttenberg,16.0,0.0277088098227977,0.0098136141896247,0.134,False
6,3,percent,Adam Carolla,21.0,0.0253267996013164,0.0096755009144544,0.053,False
6,3,percent,Cristian de la Fuente,25.0,0.1379840821027755,0.0373866260051727,0.0,False
