alpha,weeks,avg_KL(y||yhat),median_KL(y||yhat),avg_p_max,avg_D_entropy,strong_deterministic_rate_pmax_ge_0.8,highly_sensitive_rate_gap_lt_0.05,top1_stability_vs_alpha1
0.7,335,0.0801088888297705,0.0786728328202633,0.1806328720562534,0.011498915394149854,0.0,0.9283582089552239,1.0
1.0,335,0.07791835205687447,0.06533256394010879,0.1968596651994237,0.02268118463798253,0.0,0.8776119402985074,1.0
1.3,335,0.08384646930298233,0.05766083828150475,0.2135184080126153,0.036671521523982537,0.0,0.8417910447761194,1.0
