season,week,n_active,p_max_hat,gap_top1_top2_hat,entropy_hat,H_norm_hat,D_entropy_hat,kl_y_yhat,top1_hat,alpha
5,0,9,0.14720878751133937,0.00788067024371042,2.1487526096012393,0.9779394567879153,0.022060543212084727,0.05127629319817797,Jane Seymour,1.0
5,0,8,0.15524400486234377,0.0021170728134909944,2.0415054094290537,0.9817565767104296,0.018243423289570404,0.07292046369318798,Mel B,1.0
5,0,7,0.18720477614047648,0.02577953480336531,1.9141022013916975,0.9836539484214841,0.016346051578515874,0.08312754578256482,Mel B,1.0
5,0,6,0.18595713062420913,0.0029357387429916615,1.7817588218062126,0.9944185324014775,0.005581467598522516,0.08418935413782243,Mel B,1.0
5,1,5,0.21315813855639615,0.0034343660968439993,1.6048726283694434,0.9971634295244404,0.00283657047555963,0.10365673767404711,Marie Osmond,1.0
5,1,4,0.26721007457094886,0.006167556320459899,1.383693532012893,0.9981238983725674,0.0018761016274325693,0.11868542153200956,Helio Castroneves,1.0
5,1,3,0.33746062007915273,0.00021947769334429434,1.098466392455706,0.9998671995444539,0.00013280045554608932,0.0004192774701168196,Helio Castroneves,1.0
6,-1,12,0.17514248578438882,0.0038070624220039873,2.2901203748889096,0.9216122364533457,0.07838776354665433,0.15057010141369168,Kristi Yamaguchi,1.0
6,0,12,0.1192134249046657,0.014534064296103863,2.449243832461228,0.985648226532045,0.01435177346795502,0.0644229127132481,Mario,1.0
6,0,10,0.12374042666644502,0.005648625469854118,2.271427319025194,0.9864683506969388,0.013531649303061166,0.0652164692820042,Jason Taylor,1.0
6,0,9,0.14270595070449513,0.007468485178315082,2.1599832673267354,0.9830507493891985,0.016949250610801547,0.05697569085029246,Cristian de la Fuente,1.0
6,0,8,0.15460857198096875,0.008013712981010612,2.0467387132858397,0.984273263884313,0.01572673611568698,0.050348955740088644,Jason Taylor,1.0
6,0,7,0.17196392159235813,0.0009025224988677971,1.9133262659998478,0.9832551965098265,0.016744803490173488,0.05562140177419157,Marissa Jaret Winokur,1.0
6,0,6,0.20069648899148543,0.012308224899738401,1.7738216163411595,0.9899886936863107,0.010011306313689294,0.08485650311929481,Marissa Jaret Winokur,1.0
6,1,5,0.22588676208373187,0.0029983559524869863,1.5988096721000775,0.9933963029875761,0.006603697012423915,0.11101945079063835,Cristian de la Fuente,1.0
6,1,4,0.30018584054252007,0.04449851704015467,1.3781682247615785,0.9941382316871379,0.0058617683128621145,0.12462358370491088,Cristian de la Fuente,1.0
6,1,3,0.35307127999583754,0.007326609585066479,1.0962081070064054,0.9978116195435798,0.0021883804564202247,0.0007873394084385475,Cristian de la Fuente,1.0
7,-1,13,0.20737947076785532,0.03320612371547063,2.3656553757528926,0.9223010071801651,0.07769899281983494,0.2223819802237318,Cloris Leachman,1.0
7,0,11,0.11493571018114818,0.00020514403017060645,2.3738695296413215,0.989980486875471,0.010019513124528978,0.06114408190504384,Brooke Burke,1.0
7,0,9,0.1512768181277356,0.0089606214700238,2.1655026948488523,0.9855627491087757,0.014437250891224274,0.04740748254718167,Warren Sapp,1.0
7,0,9,0.14514518287530068,0.006890035089919033,2.145224276554659,0.9763336432161147,0.02366635678388529,0.044913057367890113,Brooke Burke,1.0
7,0,8,0.1528922412723731,0.0007537814575482027,2.036377461357045,0.9792905549592885,0.020709445040711483,0.03980432077597622,Cody Linley,1.0
7,0,7,0.1689858106516365,0.003309968399672625,1.9139271301591925,0.9835639796053032,0.016436020394696826,0.046327371909844525,Cody Linley,1.0
7,0,6,0.20743076199806773,0.021410992253272615,1.7707747618462621,0.988288211815153,0.011711788184846972,0.07251014604989203,Lance Bass,1.0
7,1,5,0.2248868760427078,0.008904077455153758,1.6029083922236187,0.9959429809873147,0.004057019012685292,0.09895789540811853,Lance Bass,1.0
7,1,4,0.2866217560846749,0.01371571924133469,1.3783696405869452,0.9942835224933444,0.005716477506655604,0.10901234274237079,Lance Bass,1.0
7,1,3,0.3529579294524833,0.01189897982210053,1.096802707939569,0.9983528486371342,0.0016471513628657508,0.00394126046946533,Lance Bass,1.0
8,-1,13,0.17914283398262598,0.04363490418593646,2.4211289074601914,0.943928542065376,0.05607145793462398,0.1967012915157248,Belinda Carlisle,1.0
8,0,13,0.10316725523498983,0.0025685214488848918,2.5348947402798117,0.9882825689738103,0.011717431026189717,0.05158099322912737,Gilles Marini,1.0
8,0,12,0.11129639677011852,0.000722110414111396,2.435917617704203,0.9802853631994678,0.019714636800532204,0.040528408530029286,Shawn Johnson,1.0
8,0,11,0.12469118343597392,0.004808228406034565,2.331235003106977,0.9722005083176128,0.027799491682387156,0.05179702214737314,Melissa Rycroft,1.0
8,0,9,0.1393355849505757,0.008133445585029209,2.1678490626154043,0.98663062709938,0.013369372900620013,0.05380450675314247,Gilles Marini,1.0
8,0,8,0.1469706472384601,0.004684051881909762,2.0673921046811268,0.9942054456654862,0.005794554334513813,0.08542974347762386,Shawn Johnson,1.0
8,0,7,0.1674427188043229,0.0053573989598127425,1.93264822657549,0.9931847200209828,0.006815279979017208,0.09087096978021403,Shawn Johnson,1.0
8,1,6,0.19752720536051424,0.014950633315787915,1.783782139606026,0.9955477675664436,0.004452232433556413,0.10728542110589064,Ty Murray,1.0
8,1,5,0.22177134444887459,0.0038991735043018005,1.602868997002425,0.9959185033601324,0.004081496639867566,0.10230045578775683,Ty Murray,1.0
8,1,4,0.2602593692755167,0.0002169625602152503,1.3848682872073692,0.9989713051192322,0.0010286948807678442,0.11199646577284185,Shawn Johnson,1.0
8,2,3,0.34821676226122683,0.021850634832472793,1.0981167732582673,0.9995489624365633,0.00045103756343667367,0.002084594341088576,Shawn Johnson,1.0
9,-1,16,0.19366154227475432,0.06690307727024733,2.530901736774013,0.9128298461552833,0.08717015384471671,0.2240685057722977,Joanna Krupa,1.0
9,0,14,0.10231865896386501,0.007084288077561757,2.5984735364464644,0.9846218599674337,0.015378140032566323,0.04867712519105839,Aaron Carter,1.0
9,0,13,0.10679341389504106,0.005045688701962564,2.5243722285088444,0.984180144206492,0.015819855793507975,0.08298527603383402,Mya,1.0
9,0,11,0.12203258554800864,0.006069197332024101,2.362203791510551,0.9851154962050668,0.014884503794933224,0.07731430143931767,Mya,1.0
9,0,10,0.1261507642865982,0.0032857944228316255,2.271177447485669,0.9863598328661386,0.013640167133861403,0.07487270826491625,Donny Osmond,1.0
9,0,9,0.14283941103571224,0.00571509652357538,2.1610569974066642,0.9835394250079786,0.01646057499202136,0.09348562466741694,Donny Osmond,1.0
9,0,7,0.17667993376037075,0.017719441405731867,1.9286035239697568,0.9911061540565178,0.008893845943482193,0.13335909479902242,Joanna Krupa,1.0
9,1,5,0.22356931669937968,0.011654981053065672,1.6042428182781792,0.9967721065125997,0.0032278934874002685,0.11372719466804226,Kelly Osbourne,1.0
9,1,4,0.2708134528727842,0.004144979119719561,1.3814820414095377,0.9965286451093508,0.003471354890649203,0.12179942774525267,Kelly Osbourne,1.0
9,1,3,0.35583860013521823,0.03160250938108333,1.0974704636768773,0.9989606661030374,0.0010393338969626464,0.002840273678135153,Donny Osmond,1.0
10,-1,11,0.2529845151800563,0.1017230846257614,2.1818403771798756,0.9098981102013031,0.09010188979869693,0.18441187658519725,Evan Lysacek,1.0
10,0,11,0.13158313491523996,0.013963024987349942,2.356662646446892,0.9828046592279405,0.01719534077205953,0.03495246263469204,Nicole Scherzinger,1.0
10,0,10,0.1348441246021841,0.0017983883593293004,2.2474025250235585,0.9760345152331662,0.0239654847668338,0.029895209037277017,Evan Lysacek,1.0
10,0,9,0.14837911277372612,0.009339740751286268,2.152231839501348,0.9795229225546812,0.020477077445318792,0.04012245650032359,Evan Lysacek,1.0
10,0,8,0.16178060263834104,0.0009027900553360835,2.0389178513309543,0.9805122242983829,0.019487775701617083,0.05911204747864522,Nicole Scherzinger,1.0
10,0,7,0.18319166973839435,0.0046290860921046895,1.9086433047783626,0.9808486305007235,0.019151369499276538,0.06353404637899102,Nicole Scherzinger,1.0
10,0,6,0.20513414329934318,0.007991181639825484,1.765760411783388,0.9854896497598151,0.014510350240184877,0.07015352612444549,Chad Ochocinco,1.0
10,1,5,0.2156417303867552,0.003268467978776113,1.6054096549097732,0.9974971028747329,0.0025028971252670784,0.09482118545612447,Erin Andrews,1.0
10,1,4,0.2730663378548998,0.014943745424222943,1.3830184207801635,0.9976369085588138,0.0023630914411861825,0.1037253867669799,Erin Andrews,1.0
10,1,3,0.3525578872504702,0.016138087863517392,1.0972901160756792,0.9987965066419987,0.0012034933580012952,0.0003190546528052639,Erin Andrews,1.0
11,-1,12,0.18948569341755317,0.050145975713244584,2.3519239893459942,0.9464838405686783,0.05351615943132171,0.20998928162157884,David Hasselhoff,1.0
11,0,11,0.11068006379245791,0.003599270250382161,2.3671061404032976,0.9871599344874049,0.012840065512595089,0.04202070385615413,Jennifer Grey,1.0
11,0,10,0.11618717322034997,0.0004208858223857803,2.274060828971713,0.9876120695347493,0.012387930465250663,0.0578074437714952,Kyle Massey,1.0
11,0,9,0.142881720030077,0.004406893005551971,2.1681091442749527,0.9867489953637035,0.01325100463629647,0.08001644984528256,Jennifer Grey,1.0
11,0,8,0.16486607901884734,0.006037118317086226,2.0404337894854256,0.9812412364509663,0.01875876354903372,0.07775358617041178,Brandy,1.0
11,0,7,0.18979362351311246,0.02263960914361493,1.9157694600164243,0.9845107498650328,0.015489250134967159,0.08158186530770137,Brandy,1.0
11,0,6,0.1996788644467455,0.008592479965923744,1.7755157627852205,0.9909342148196751,0.009065785180324859,0.08114746308069459,Bristol Palin,1.0
11,1,5,0.22503941451257262,0.01508331486251463,1.6044314638188353,0.9968893185772583,0.0031106814227417345,0.10151780935735294,Bristol Palin,1.0
11,1,4,0.28316969220473653,0.01526164267088076,1.3770260215086751,0.9933143062028124,0.006685693797187642,0.10300271576757537,Bristol Palin,1.0
11,1,3,0.3538102415025805,0.030247523467778537,1.0976774051077403,0.9991490323110231,0.0008509676889768558,0.002371368469312577,Bristol Palin,1.0
12,-1,11,0.2012115082025544,0.0519334166965712,2.2555734370929295,0.9406471845038712,0.05935281549612881,0.15412948818635822,Kendra Wilkinson,1.0
12,0,11,0.11876910388098265,0.005497243044717687,2.363077708670551,0.9854799479682083,0.014520052031791741,0.04421712456516713,Hines Ward,1.0
12,0,10,0.12836024027160078,0.0029574034221774292,2.2610333618864242,0.9819543124664322,0.018045687533567834,0.058221866335340246,Hines Ward,1.0
12,0,9,0.14024859630760633,0.008794476013922192,2.1666502376822816,0.9860850183593867,0.013914981640613333,0.08248932770310775,Chelsea Kane,1.0
12,0,8,0.15433917992168672,0.007926115215164065,2.0576333747115143,0.9895124885546414,0.010487511445358644,0.07551140039734917,Chelsea Kane,1.0
12,0,7,0.1713484309132128,0.001212059452286418,1.919254299262266,0.9863016029768961,0.013698397023103936,0.08011057472916225,Romeo,1.0
12,0,6,0.19035206687340123,0.005242569628607918,1.7811073203992966,0.9940549225430646,0.005945077456935399,0.09091161534207187,Chelsea Kane,1.0
12,1,5,0.22946008360709425,0.009995050594806487,1.5990030880135735,0.993516479051531,0.006483520948469046,0.08153517478605599,Kirstie Alley,1.0
12,1,4,0.3041276836744712,0.036364303726101166,1.366423450463924,0.9856661678693448,0.0143338321306552,0.06533256394010879,Chelsea Kane,1.0
12,1,3,0.35237252315956724,0.01786950840416851,1.0974512019882152,0.9989431333584461,0.0010568666415539107,0.011011109220224878,Chelsea Kane,1.0
13,-1,12,0.21804335436326033,0.061923426705825985,2.2900624634216293,0.9215889311644789,0.07841106883552107,0.23697842092723942,Kristin Cavallari,1.0
13,0,11,0.11571130138283167,0.011413594038640007,2.3836574570016644,0.9940623696296417,0.005937630370358327,0.06813446437630656,J.R. Martinez,1.0
13,0,10,0.12039872364803887,0.0011706303965977605,2.2815763299075167,0.9908760101199077,0.009123989880092331,0.074291585343979,J.R. Martinez,1.0
13,0,9,0.13529904994438943,0.0031444352551339982,2.169626100376402,0.9874393918380086,0.012560608161991449,0.05528194094863324,Ricki Lake,1.0
13,0,8,0.14707291202373815,0.0017409807908706776,2.0511700585254333,0.9864042904848559,0.013595709515144105,0.05534409987575194,J.R. Martinez,1.0
13,0,7,0.18001642112838823,0.017434078861641167,1.9276233194961758,0.9906024286023611,0.00939757139763886,0.09281200093367162,J.R. Martinez,1.0
13,0,6,0.1865312490212442,0.0030630683443863826,1.7788083375165555,0.9927718357659473,0.007228164234052703,0.07230265897753219,J.R. Martinez,1.0
13,1,5,0.23292134831980504,0.02003484161447633,1.6021986744289347,0.995502008527799,0.0044979914722009795,0.11252057634916483,Hope Solo,1.0
13,1,4,0.26529213287350994,0.006774402944900337,1.3835568509383083,0.9980253038183241,0.0019746961816758946,0.09826899513550708,J.R. Martinez,1.0
13,1,3,0.33822392941809776,0.006069403587658562,1.0985537559145173,0.9999467211916376,5.327880836236698e-05,0.002305732353627833,Ricki Lake,1.0
14,-1,12,0.1409897743906273,0.019513313227671816,2.40779724821697,0.9689688940316494,0.03103110596835057,0.12032585380704304,Donald Driver,1.0
14,0,12,0.12212055010088896,0.019627724610872324,2.460647693423614,0.9902374777875635,0.009762522212436453,0.05911382284678984,William Levy,1.0
14,0,11,0.13198884751233916,0.01939694860272824,2.358381720862848,0.9835215689426628,0.01647843105733715,0.05617401274412909,William Levy,1.0
14,0,10,0.1351638632650623,0.015883594591096825,2.264596966928532,0.9835019664719022,0.016498033528097755,0.047775386908303075,William Levy,1.0
14,0,9,0.14869301336558444,0.010752370820010015,2.1571612890140264,0.9817664117107394,0.018233588289260583,0.05396362610260643,William Levy,1.0
14,0,8,0.1773940164813456,0.014667176227802031,2.0382939482236595,0.9802121903254198,0.01978780967458016,0.07195071822099695,William Levy,1.0
14,0,7,0.1843973062040534,0.011644018078371982,1.9239761800744404,0.9887281696991399,0.011271830300860097,0.0717057822122409,William Levy,1.0
14,1,6,0.19764278574653021,0.01165985670110789,1.7778724864937119,0.9922495273652294,0.007750472634770578,0.13097087457870993,William Levy,1.0
14,1,4,0.277287083144679,0.01694819164019523,1.3820656199585577,0.996949608048671,0.0030503919513289457,0.1194793539216674,William Levy,1.0
14,1,3,0.33825992780636777,0.005486479577214709,1.0985468612983096,0.9999404454415128,5.955455848716262e-05,0.0007858020245054779,Donald Driver,1.0
15,-1,13,0.19378123841806771,0.019750301006540155,2.3427706382064812,0.9133789060556969,0.08662109394430306,0.2447367425948468,Apolo Anton Ohno,1.0
15,0,12,0.10078757071688296,0.003483978861058598,2.4665098750099945,0.9925965932041853,0.007403406795814749,0.06448535868028629,Gilles Marini,1.0
15,0,11,0.1175283159379469,0.006017576785802767,2.3603275442435128,0.9843330403203907,0.015666959679609294,0.06464417456010747,Shawn Johnson,1.0
15,0,9,0.13698033857107517,0.001764235448031115,2.1616654451417188,0.983816341505878,0.016183658494121955,0.04679856709821064,Kelly Monaco,1.0
15,0,8,0.1461192907809064,0.004701709986419916,2.062364425026961,0.9917876428307384,0.008212357169261608,0.04366986607428268,Shawn Johnson,1.0
15,0,8,0.1438582287491157,0.0014293253842099507,2.0561783513034366,0.9888127702029044,0.011187229797095632,0.05845699695360756,Melissa Rycroft,1.0
15,0,7,0.17783238772287233,0.010600442836154855,1.925959497540275,0.9897473932572253,0.010252606742774728,0.06047672776761864,Melissa Rycroft,1.0
15,1,7,0.19017113837291028,0.01021142358597843,1.902233148883868,0.977554462012211,0.022445537987789033,0.09633403129342369,Melissa Rycroft,1.0
15,1,5,0.22470858080855521,0.0013608227722055055,1.5994682736369419,0.9938055151303846,0.00619448486961538,0.16363702655973159,Melissa Rycroft,1.0
15,1,3,0.3387066811057105,0.003089034361217824,1.0984727598410124,0.9998729953883307,0.00012700461166925692,0.003037779553477997,Kelly Monaco,1.0
16,-1,12,0.19460438139468542,0.031105434537282928,2.3051778251239043,0.9276718001944139,0.07232819980558614,0.17738542673919383,Alexandra Raisman,1.0
16,0,12,0.11743107819662955,0.010844055349248358,2.451151889066993,0.9864160849970413,0.013583915002958746,0.04147370850444562,Zendaya,1.0
16,0,11,0.11850942214748875,0.0017827178745589006,2.3568914527417233,0.9829000788642469,0.017099921135753093,0.0502441414210345,Zendaya,1.0
16,0,10,0.12593425768322952,0.004725404123644514,2.2677484650556834,0.9848706447182525,0.015129355281747525,0.05123088279900613,Zendaya,1.0
16,0,9,0.14142731549601056,0.007926342950089427,2.1580017534725036,0.9821489235700852,0.01785107642991479,0.04179687978093293,Zendaya,1.0
16,0,8,0.14820342268450656,0.0026468394326683853,2.053221111631361,0.9873906385330298,0.012609361466970226,0.04936048812057942,Zendaya,1.0
16,0,7,0.1714338358295671,0.010340552159491534,1.9266431757893852,0.9900987343761573,0.009901265623842748,0.06365149112868934,Alexandra Raisman,1.0
16,1,6,0.1963813232787272,0.010720189615392284,1.7743810219131937,0.990300903880615,0.00969909611938502,0.06262465067260937,Alexandra Raisman,1.0
16,1,5,0.2170721300542881,0.006678339609277301,1.6043572185372479,0.9968431873900818,0.0031568126099181804,0.08661934577652028,Jacoby Jones,1.0
16,1,4,0.2635562272647145,0.013095559884309327,1.3856476315874988,0.999533483255411,0.00046651674458897396,0.0022120827226830685,Jacoby Jones,1.0
17,-1,12,0.15610754869976612,0.020542630754374847,2.3654537108141183,0.951928601026492,0.048071398973507984,0.1615255210004158,Amber Riley,1.0
17,0,12,0.10702954987802843,0.0026623439127395065,2.459635090212215,0.9898299762778044,0.010170023722195554,0.05181081028429685,Jack Osbourne,1.0
17,0,11,0.12001976580772242,0.010854350157116652,2.3586732535868014,0.9836431475317116,0.01635685246828844,0.049842642741972046,Leah Remini,1.0
17,0,10,0.1266301530666165,0.011167539351319658,2.2701712300215076,0.9859228381738585,0.014077161826141493,0.061336532685705464,Leah Remini,1.0
17,0,9,0.13247807325427308,0.0062872296387294635,2.1746287674987914,0.9897162037642862,0.010283796235713849,0.06837212807650606,Jack Osbourne,1.0
17,0,8,0.13981414206385367,0.0017514605062697308,2.0749046308059156,0.9978182070604134,0.0021817929395866464,0.08917669793349896,Amber Riley,1.0
17,0,8,0.15023973445475083,0.002309904216250852,2.064646797800772,0.9928852321248174,0.007114767875182615,0.11914234308880531,Amber Riley,1.0
17,1,7,0.17184748577153017,0.007385940588523349,1.9233674901946256,0.9884153649788858,0.011584635021114176,0.07307827771500953,Jack Osbourne,1.0
17,1,6,0.19147070084766848,0.0077288205011087074,1.779565724961475,0.9931945417473733,0.006805458252626684,0.11595111494537108,Jack Osbourne,1.0
17,1,5,0.2172057804353946,0.005378430623924235,1.6058134164093405,0.9977479739996443,0.002252026000355678,0.11197161570787581,Amber Riley,1.0
17,2,4,0.2745487702694919,0.031564579042511365,1.3847128563580302,0.9988591854614609,0.0011408145385390922,0.008372236117972918,Amber Riley,1.0
18,-1,12,0.20871147421554986,0.04980412626733963,2.2813031321647834,0.9180639169521368,0.08193608304786315,0.22009763166494625,Charlie White,1.0
18,0,11,0.13132187211768828,0.018795221280719074,2.359232383009738,0.9838763226120745,0.016123677387925528,0.04009712131258469,Danica McKellar,1.0
18,0,9,0.14435114864496376,0.0076875817088297715,2.172986887407128,0.9889689519318613,0.011031048068138705,0.030972064347796695,Danica McKellar,1.0
18,0,9,0.15840982709170562,0.019596215274928858,2.154155723253476,0.9803985197840097,0.019601480215990286,0.04991825996335681,Meryl Davis,1.0
18,0,9,0.1473322373940646,0.008850036642667397,2.134822571384721,0.9715996231813724,0.028400376818627615,0.05673920237245626,Meryl Davis,1.0
18,0,8,0.15509270932423072,0.004430625111160352,2.0254282913714814,0.9740251172126143,0.02597488278738569,0.05211767736319123,Amy Purdy,1.0
18,0,7,0.17296913565323144,0.001106335837051109,1.9198543917216842,0.9866099894970596,0.01339001050294042,0.07858032807787318,Meryl Davis,1.0
18,1,6,0.19627667880951977,0.0017445242432771457,1.7812597386834754,0.9941399888071455,0.0058600111928545084,0.11247818738884482,Candace Cameron Bure,1.0
18,1,5,0.22879757838318338,0.01050174008393967,1.6039458677379244,0.996587600768103,0.0034123992318969565,0.10868127424091321,Amy Purdy,1.0
18,1,4,0.264126621446167,0.012362340073871714,1.385444962564222,0.9993872884579994,0.0006127115420005991,0.0043443278135896456,Amy Purdy,1.0
19,-1,13,0.1695916339661019,0.03033790442218523,2.4412643971840833,0.9517787905177741,0.04822120948222586,0.2055825430790638,Jonathan Bennett,1.0
19,0,12,0.11112354035367841,0.009256448399898878,2.462129400523016,0.9908337605893858,0.00916623941061423,0.058826402653797696,Lea Thompson,1.0
19,0,11,0.12498203126586435,0.006264876920469439,2.363017279758658,0.9854547471545705,0.014545252845429513,0.062058821261646274,Janel Parrish,1.0
19,0,10,0.13283286775265232,0.006105491934121021,2.2631351883219257,0.9828671240892889,0.01713287591071111,0.04509497146001086,Janel Parrish,1.0
19,0,9,0.14885908088805877,0.0006679877464133843,2.147275777914482,0.9772673217217094,0.02273267827829062,0.06652806404956041,Sadie Robertson,1.0
19,0,9,0.15249549759960315,0.003344285465838426,2.1495532191079643,0.978303829877031,0.021696170122968983,0.08007595334124241,Alfonso Ribeiro,1.0
19,0,8,0.15456210586544233,0.0007895483916666168,2.051093759522951,0.9863675984206872,0.01363240157931278,0.06925440865037255,Alfonso Ribeiro,1.0
19,1,7,0.17650094955218443,0.0005889045667287485,1.9200233425146533,0.9866968130295085,0.013303186970491487,0.0772637263831353,Bethany Mota,1.0
19,1,6,0.2078719499581119,0.015112398765431134,1.765529755691265,0.9853609181437224,0.014639081856277603,0.06661430007801289,Janel Parrish,1.0
19,1,5,0.21948199768484852,0.0008654599780587857,1.5985001423009648,0.9932039813101002,0.006796018689899763,0.06283540159711234,Janel Parrish,1.0
19,2,4,0.2614920578435829,0.009740887731059411,1.3856493708076407,0.9995347378375479,0.00046526216245212915,0.0029737561879805644,Sadie Robertson,1.0
20,-1,12,0.16225117103648198,0.024043274816112015,2.363975832399238,0.9513338590006672,0.04866614099933275,0.164186379922074,Robert Herjavec,1.0
20,0,12,0.10957013051778357,0.004641219530779367,2.4530979814672578,0.9871992501917702,0.012800749808229761,0.046099873312557556,Nastia Liukin,1.0
20,0,11,0.12287471046154697,0.000841391616115239,2.3474433833051167,0.9789599278727565,0.02104007212724346,0.0484620850124804,Riker Lynch,1.0
20,0,10,0.12538792174543695,0.0017998746074135152,2.2475290258332263,0.9760894538367613,0.023910546163238733,0.047195327250066366,Riker Lynch,1.0
